SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
printed garment tags,printed garment tags,printed garment tags,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 11922   |   Garment Tags   |   High || 8688   |   Printed Tags   |   High || 103981   |   Clothes Hang Tag   |   Medium || 9039   |   Hang Tags   |   Medium ||  ],alfa-info: [ 11922   |   garment tags   |   High || 8688   |   printed tags   |   High ||  ],mars-info: [ 11922   |   garment tags   |   High || 8688   |   printed tags   |   Low || 103981   |   clothes hang tag   |   Low ||  ],[],[],[],11922,Garment Tags,High,8688,Printed Tags,Medium,103981,Clothes Hang Tag,Medium,9039,Hang Tags,Medium,3574,Woven Label,Low
portable nebulizer,portable nebulizer,portable nebulizer,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 154704   |   Compressor Nebulizer   |   High || 2633   |   Ultrasonic Nebulizer   |   High || 186362   |   Omron Nebulizer   |   Medium || 140274   |   Nebulizer Machine & Parts   |   Medium || 445204   |   Control D Nebulizer   |   Medium ||  ],alfa-info: [ 140274   |   nebulizer machine & parts   |   High || 154704   |   compressor nebulizer   |   High || 43893   |   medical equipment   |   Medium ||  ],mars-info: [ 140274   |   nebulizer machine & parts   |   Medium || 154704   |   compressor nebulizer   |   Low || 2633   |   ultrasonic nebulizer   |   Low ||  ],[],[],[],140274,Nebulizer Machine & Parts,High,154704,Compressor Nebulizer,High,2633,Ultrasonic Nebulizer,Medium,43893,Medical Equipment,Medium,186362,Omron Nebulizer,Medium
ladies gold necklace set,ladies gold necklace set,ladies gold necklace set,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 11070   |   Gold Necklace Set   |   High || 620   |   Gold Necklace   |   Medium ||  ],alfa-info: [ 11070   |   gold necklace set   |   High ||  ],mars-info: [ 11070   |   gold necklace set   |   High || 11077   |   gold plated necklace set   |   Low || 620   |   gold necklace   |   Low ||  ],[],[],[],11070,Gold Necklace Set,High,620,Gold Necklace,Medium,11077,Gold Plated Necklace Set,Medium,1011,Gold Jewelry,Low,101120,Necklace Sets,Low
britannia new good day choco-chip biscuit,britannia new good day choco chip biscuit,britannia new good day choco-chip biscuit,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 126305   |   Chocolate Biscuit   |   High || 184927   |   Britannia Biscuit   |   High || 184107   |   Good Day Biscuit   |   Medium || 38   |   Biscuit   |   Medium ||  ],alfa-info: [ 184927   |   britannia biscuit   |   High || 184107   |   good day biscuit   |   Medium || 126305   |   chocolate biscuit   |   Medium ||  ],mars-info: [ 184107   |   good day biscuit   |   High || 184927   |   britannia biscuit   |   Low || 178232   |   valentine day chocolate   |   Low ||  ],[],[],[],184927,Britannia Biscuit,Medium,184107,Good Day Biscuit,Medium,126305,Chocolate Biscuit,Medium,178232,Valentine Day Chocolate,Medium,38,Biscuit,Medium
combined domestic rice machine,combined domestic rice machine,combined domestic rice machine,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 143742   |   Mini Rice Mill   |   High || 8163   |   Rice Mill   |   Medium || 36429   |   Rice Mill Machinery   |   Medium ||  ],alfa-info: [ 36429   |   rice mill machinery   |   Medium || 143742   |   mini rice mill   |   Medium ||  ],mars-info: [ 36429   |   rice mill machinery   |   High || 143742   |   mini rice mill   |   Low || 164944   |   rice cleaning machine   |   Low ||  ],[],[],[],36429,Rice Mill Machinery,High,143742,Mini Rice Mill,Medium,8163,Rice Mill,Medium,164944,Rice Cleaning Machine,Medium,8161,Rice Huller,Low
hcl computer,hcl computer,hcl computer,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 189354   |   HCL Desktop   |   High || 26343   |   Desktop Computer   |   High ||  ],alfa-info: [ 189354   |   hcl desktop   |   High || 26343   |   desktop computer   |   Medium || 25656   |   computer systems   |   Medium ||  ],mars-info: [ 189354   |   hcl desktop   |   High || 185004   |   hcl laptops   |   Low || 26343   |   desktop computer   |   Low ||  ],[],[],[],189354,HCL Desktop,High,26343,Desktop Computer,Medium,185004,HCL Laptops,Medium,25656,Computer Systems,Medium,11352,Laptops,Low
zipper puller,zipper puller,zipper puller,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 50584   |   Alloy Zipper Puller   |   High || 50624   |   Metal Zipper Slider   |   High || 41600   |   Zip Puller   |   Medium || 50635   |   Plastic Zipper Slider   |   Medium ||  ],alfa-info: [ 41600   |   zip puller   |   High || 50584   |   alloy zipper puller   |   High || 50621   |   metal puller   |   Medium ||  ],mars-info: [ 41600   |   zip puller   |   High || 50584   |   alloy zipper puller   |   Low || 50624   |   metal zipper slider   |   Low ||  ],[],[],[],41600,Zip Puller,High,50584,Alloy Zipper Puller,High,50624,Metal Zipper Slider,Medium,50621,Metal Puller,Medium,50635,Plastic Zipper Slider,Medium
c type data cable,c type data cable,c type data cable,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 190157   |   Usb C Cable   |   High || 40544   |   USB Data Cable   |   High || 20106   |   USB Cable   |   Medium ||  ],alfa-info: [ 190157   |   usb c cable   |   High || 40544   |   usb data cable   |   Medium ||  ],mars-info: [ 40544   |   usb data cable   |   Low || 190157   |   usb c cable   |   Low || 104278   |   cell phone data cable   |   Low ||  ],[],[],[],190157,Usb C Cable,High,40544,USB Data Cable,High,20106,USB Cable,Medium,104278,Cell Phone Data Cable,Medium,32806,Mobile Phone Charger,Low
mouthwash,mouthwash,mouthwash,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 182424   |   Chlorhexidine Mouthwash   |   High || 214864   |   Benzydamine Mouthwash   |   High || 22057   |   Antiseptic Mouthwashes   |   Medium || 33620   |   Mouth Rinse   |   Medium || 445549   |   Hydrogen Peroxide Mouthwash   |   Medium || 444886   |   Povidone Iodine Gargle   |   Medium || 137875   |   Chlorhexidine Gluconate   |   Medium ||  ],alfa-info: [ 182424   |   chlorhexidine mouthwash   |   High || 33620   |   mouth rinse   |   High || 22057   |   antiseptic mouthwashes   |   Medium ||  ],mars-info: [ 22057   |   antiseptic mouthwashes   |   High || 182424   |   chlorhexidine mouthwash   |   Low || 33620   |   mouth rinse   |   Low ||  ],[],[],[],182424,Chlorhexidine Mouthwash,High,22057,Antiseptic Mouthwashes,Medium,33620,Mouth Rinse,Medium,214864,Benzydamine Mouthwash,Medium,444886,Povidone Iodine Gargle,Medium
blue check shirt,blue check shirt,blue check shirt,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 182285   |   Men Check Shirt   |   High || 9997   |   Men Cotton Shirts   |   Medium || 9993   |   Men Shirts   |   Medium || 186116   |   Men Full Sleeves Shirts   |   Medium ||  ],alfa-info: [ 182285   |   men check shirt   |   High ||  ],mars-info: [ 182285   |   men check shirt   |   High || 9993   |   men shirts   |   Low || 182286   |   ladies check shirt   |   Low ||  ],[],[],[],182285,Men Check Shirt,High,9993,Men Shirts,Medium,9997,Men Cotton Shirts,Medium,182286,Ladies Check Shirt,Medium,186116,Men Full Sleeves Shirts,Medium
tata tea cardamom tea,tata tea cardamom tea,tata tea cardamom tea,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 127455   |   Cardamom Tea   |   High || 215994   |   Cardamom Tea Premix   |   Medium || 43204   |   Tea Premix   |   Medium || 6423   |   Flavored Tea   |   Medium ||  ],alfa-info: [ 127455   |   cardamom tea   |   High || 215994   |   cardamom tea premix   |   Medium ||  ],mars-info: [ 127455   |   cardamom tea   |   Medium || 185866   |   tata tea   |   Low || 215994   |   cardamom tea premix   |   Low ||  ],[],[],[],127455,Cardamom Tea,High,215994,Cardamom Tea Premix,Medium,185866,TATA Tea,Medium,43204,Tea Premix,Medium,6423,Flavored Tea,Medium
ppc ultra tech cement,ppc ultratech cement,ppc ultratech cement,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181717   |   UltraTech Cement   |   High || 119126   |   Cement   |   High || 86353   |   PPC Cement   |   Medium || 122160   |   Concrete   |   Medium ||  ],alfa-info: [ 181717   |   ultratech cement   |   High || 86353   |   ppc cement   |   High ||  ],mars-info: [ 181717   |   ultratech cement   |   High || 86353   |   ppc cement   |   Low || 193161   |   prism cement   |   Low ||  ],[],[],[],181717,UltraTech Cement,High,86353,PPC Cement,Medium,119126,Cement,Medium,193161,Prism Cement,Medium,122160,Concrete,Medium
3 burner lpg stoves,3 burner lpg stoves,3 burner lpg stoves,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181338   |   Three Burner Gas Stove   |   High || 9698   |   LPG Stoves   |   Medium || 11943   |   Gas Stoves   |   Medium || 143886   |   Glass Top Gas Stove   |   Medium ||  ],alfa-info: [ 181338   |   three burner gas stove   |   High || 9698   |   lpg stoves   |   High || 73989   |   gas stove burner   |   Medium ||  ],mars-info: [ 181338   |   three burner gas stove   |   Low || 9698   |   lpg stoves   |   Low || 181340   |   two burner gas stove   |   Low ||  ],[],[],[],181338,Three Burner Gas Stove,High,9698,LPG Stoves,Medium,11943,Gas Stoves,Medium,73989,Gas Stove Burner,Medium,181340,Two Burner Gas Stove,Medium
birla white cement 5 kg,birla white cement,birla white cement 5 kg,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 185009   |   Birla White Cement   |   High || 940   |   White Cement   |   High || 180370   |   Birla White Wall Putty   |   Medium || 184890   |   MP Birla Cement   |   Medium ||  ],alfa-info: [ 185009   |   birla white cement   |   High || 184890   |   mp birla cement   |   High ||  ],mars-info: [ 185009   |   birla white cement   |   High || 184890   |   mp birla cement   |   Low || 940   |   white cement   |   Low ||  ],[],[],[],185009,Birla White Cement,High,184890,MP Birla Cement,Medium,940,White Cement,Medium,180370,Birla White Wall Putty,Medium,119126,Cement,Low
office painting contractors,office painting contractors,office painting contractors,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 650353   |   Painting Contractor   |   High || 118740   |   Commercial Painting Service   |   High || 42853   |   Interior and Exterior Painting Service   |   Medium || 165819   |   Home Painting Services   |   Medium || 85137   |   Exterior Painting Service   |   Medium || 118734   |   Wall Painting Service   |   Medium ||  ],alfa-info: [ 118734   |   wall painting service   |   High || 42853   |   interior and exterior painting service   |   Medium || 118740   |   commercial painting service   |   Medium ||  ],mars-info: [ 42853   |   interior and exterior painting service   |   Medium || 118740   |   commercial painting service   |   Low || 118734   |   wall painting service   |   Low ||  ],[],[],[],42853,Interior and Exterior Painting Service,Medium,118734,Wall Painting Service,Medium,650353,Painting Contractor,Medium,118740,Commercial Painting Service,Medium,85137,Exterior Painting Service,Medium
cold pyros firecracker,cold pyros firecracker,cold pyros firecracker,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 235605   |   Cold Fireworks   |   High || 85002   |   Colorful Cracker   |   High || 85000   |   Celebration Firework   |   Medium ||  ],alfa-info: [ 85002   |   colorful cracker   |   Medium ||  ],mars-info: [ 85000   |   celebration firework   |   Low || 85002   |   colorful cracker   |   Low || 235605   |   cold fireworks   |   Low ||  ],[],[],[],85002,Colorful Cracker,Medium,235605,Cold Fireworks,Medium,85000,Celebration Firework,Medium,12031,Gift Box,Low,110703,Firework Rocket,Low
brown commercial plywood,brown commercial plywood,brown commercial plywood,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181473   |   MR Grade Plywood   |   High || 1794   |   Plywoods   |   Medium ||  ],alfa-info: [ 181473   |   mr grade plywood   |   High || 1794   |   plywoods   |   Medium ||  ],mars-info: [ 181473   |   mr grade plywood   |   Low || 1794   |   plywoods   |   Low || 2266   |   hardwood plywood   |   Low ||  ],[],[],[],181473,MR Grade Plywood,High,1794,Plywoods,Medium,2266,Hardwood Plywood,Medium,5081,Plywood Boards,Low,132943,Shuttering Plywood,Low
tourist visa service,tourist visa service,tourist visa service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 38546   |   Tourist Visas   |   High || 175879   |   Tourist Visa Consultancy Services   |   High || 96012   |   International Visa Service   |   Medium || 39376   |   Visa Consultant   |   Medium ||  ],alfa-info: [ 38546   |   tourist visas   |   High || 175879   |   tourist visa consultancy services   |   Medium ||  ],mars-info: [ 38546   |   tourist visas   |   High || 175879   |   tourist visa consultancy services   |   Low || 96012   |   international visa service   |   Low ||  ],[],[],[],38546,Tourist Visas,High,175879,Tourist Visa Consultancy Services,Medium,96012,International Visa Service,Medium,39376,Visa Consultant,Medium,42835,International Tour Packages,Low
cmc,cmc,cmc,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 144888   |   Carboxymethyl Cellulose Powder   |   High || 152084   |   Sodium Carboxymethyl Cellulose Powder   |   Medium ||  ],alfa-info: [ 144888   |   carboxymethyl cellulose powder   |   Medium ||  ],mars-info: [ 144888   |   carboxymethyl cellulose powder   |   High || 152084   |   sodium carboxymethyl cellulose   |   Low || 17721   |   multimedia memory card   |   Low ||  ],[],[],[],144888,Carboxymethyl Cellulose Powder,High,152084,Sodium Carboxymethyl Cellulose Powder,Medium,17721,Multimedia Memory Card,Medium,137980,Hydroxyethyl Cellulose,Low,152159,Methyl Hydroxyethyl Cellulose,Low
aluminium nose clip,aluminium nose clip,aluminium nose clip,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 444607   |   Mask Nose Pin   |   Medium || 444586   |   Mask Raw Material   |   Medium || 39273   |   Surgical Mask   |   Medium ||  ],alfa-info: [ 444607   |   mask nose pin   |   Medium ||  ],mars-info: [ 444607   |   mask nose pin   |   Low || 44216   |   nose clip   |   Low || 55107   |   aluminum clips   |   Low ||  ],[],[],[],444607,Mask Nose Pin,High,444586,Mask Raw Material,Medium,44216,Nose Clip,Medium,39273,Surgical Mask,Medium,55107,Aluminum Clips,Medium
realme buds q,realme buds q,realme buds q,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 445004   |   Earbuds   |   High || 20189   |   Wireless Earphone   |   Medium || 22941   |   Bluetooth Earphone   |   Medium || 652862   |   Realme Earbuds   |   Medium ||  ],alfa-info: [ 445004   |   earbuds   |   High || 107639   |   earplug earphone   |   Medium ||  ],mars-info: [ 107639   |   earplug earphone   |   High || 445004   |   earbuds   |   Low || 216973   |   realme smart phone   |   Low ||  ],[],[],[],445004,Earbuds,High,107639,Earplug Earphone,Medium,20189,Wireless Earphone,Medium,22941,Bluetooth Earphone,Medium,216973,Realme Smart Phone,Medium
b2b a4 size paper,b2b a4 size paper,b2b a4 size paper,0,true,timeout,true,success,true,success,false,false,false,false,false,false,True,solr-info: [  ],alfa-info: [ 3092   |   a4 size paper   |   High || 208176   |   b2b copier paper   |   High ||  ],mars-info: [ 208176   |   b2b copier paper   |   Medium || 3092   |   a4 size paper   |   Low || 190231   |   xerox a4 size paper   |   Low ||  ],[],[],[],208176,B2B Copier Paper,Medium,3092,A4 Size Paper,Medium,190231,Xerox A4 Size Paper,Medium,184920,JK Copier Paper,Low,25884,Copier Paper,Low
home and kitchen,home and kitchen,home and kitchen,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 101991   |   Modern Kitchen   |   High || 5196   |   Modular Kitchen   |   Medium ||  ],alfa-info: [ 101991   |   modern kitchen   |   High || 3768   |   kitchen cabinets   |   Medium || 43143   |   kitchen chimney for home   |   Medium || 10510   |   kitchen racks   |   Medium ||  ],mars-info: [ 101991   |   modern kitchen   |   High || 5196   |   modular kitchen   |   Low || 3768   |   kitchen cabinets   |   Low ||  ],[],[],[]
catering service for anniversary party,anniversary party catering service,catering service for anniversary party,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 167884   |   Party Catering Service   |   High || 42138   |   Catering Services   |   Medium || 169896   |   Anniversary Parties Service   |   Medium || 43314   |   Wedding Catering Services   |   Medium ||  ],alfa-info: [ 169896   |   anniversary parties service   |   High || 167884   |   party catering service   |   High ||  ],mars-info: [ 169896   |   anniversary parties service   |   High || 167884   |   party catering service   |   Low || 34724   |   party decoration services   |   Low ||  ],[],[],[],169896,Anniversary Parties Service,High,167884,Party Catering Service,Medium,42138,Catering Services,Medium,34724,Party Decoration Services,Medium,43314,Wedding Catering Services,Medium
rabbits,rabbits,rabbits,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 36796   |   Rabbit Toy   |   High || 113808   |   Rabbit Farming   |   Medium ||  ],alfa-info: [ 36796   |   rabbit toy   |   High || 116929   |   rabbit figurine   |   High || 113808   |   rabbit farming   |   Medium ||  ],mars-info: [ 113808   |   rabbit farming   |   High || 116929   |   rabbit figurine   |   Low || 135722   |   rabbit feed   |   Low ||  ],[],[],[],36796,Rabbit Toy,High,113808,Rabbit Farming,Medium,116929,Rabbit Figurine,Medium,135722,Rabbit Feed,Medium,20595,Kids Toys,Low
golden pearl cream,golden pearl cream,golden pearl cream,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 4358   |   Beauty Cream   |   High || 194564   |   Golden Pearl Beauty Cosmetics   |   Medium || 28214   |   Fairness Cream   |   Medium || 187642   |   Skin Lightening Cream   |   Medium || 9499   |   Skin Creams   |   Medium ||  ],alfa-info: [ 4358   |   beauty cream   |   High || 194564   |   golden pearl beauty cosmetics   |   High || 9499   |   skin creams   |   Medium || 28214   |   fairness cream   |   Medium ||  ],mars-info: [ 194564   |   golden pearl beauty cosmetics   |   Low || 4358   |   beauty cream   |   Low || 9499   |   skin creams   |   Low ||  ],[],[],[],4358,Beauty Cream,High,194564,Golden Pearl Beauty Cosmetics,Medium,9499,Skin Creams,Medium,28214,Fairness Cream,Medium,187642,Skin Lightening Cream,Medium
health mix powder,health mix powder,health mix powder,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 445227   |   Millet Health Mix   |   High || 165833   |   Instant Food Mix   |   Medium || 652597   |   Jeeni Millet Health Mix   |   Medium ||  ],alfa-info: [ 68908   |   health supplement   |   High || 445227   |   millet health mix   |   Medium || 68910   |   protein powder   |   Medium || 177158   |   mint powder   |   Medium ||  ],mars-info: [ 68908   |   health supplement   |   Low || 445227   |   millet health mix   |   Low || 147487   |   instant drink mix   |   Low ||  ],[],[],[],68908,Health Supplement,High,445227,Millet Health Mix,Medium,165833,Instant Food Mix,Medium,68910,Protein Powder,Medium,652597,Jeeni Millet Health Mix,Medium
aqua pearl,aqua pearl,aqua pearl,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 194116   |   Aqua Pearl RO Water Purifiers   |   Medium || 2247   |   Water Purifiers   |   Medium || 8149   |   RO Water Purifiers   |   Medium ||  ],alfa-info: [ 194116   |   aqua pearl ro water purifiers   |   High ||  ],mars-info: [ 194116   |   aqua pearl ro water purifiers   |   High || 64878   |   freshwater pearl   |   Low || 2247   |   water purifiers   |   Low ||  ],[],[],[],194116,Aqua Pearl RO Water Purifiers,High,2247,Water Purifiers,Medium,64878,Freshwater Pearl,Medium,8149,RO Water Purifiers,Medium,184267,RO UV Water Purifier,Low
mata vaishno devi coin rs 10,mata vaishno devi coin rs 10,mata vaishno devi coin rs 10,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 55140   |   Collectible Coin   |   Medium || 22693   |   Antique Collectible   |   Medium ||  ],alfa-info: [ 55140   |   collectible coin   |   Medium ||  ],mars-info: [ 55140   |   collectible coin   |   High || 180344   |   marble kali mata statue   |   Low || 445898   |   vaishno devi statue   |   Low ||  ],[],[],[],55140,Collectible Coin,High,22693,Antique Collectible,Medium,180344,Marble Kali Mata Statue,Medium,445898,Vaishno Devi Statue,Medium,9416,Silver Coins,Low
swami vivekananda statue,swami vivekananda statue,swami vivekananda statue,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 220909   |   Marble Human Statue   |   High || 178365   |   Fiber Statue   |   High || 86105   |   Human Statue & Sculpture   |   Medium || 74648   |   Fiberglass Statue   |   Medium ||  ],alfa-info: [ 86105   |   human statue & sculpture   |   High || 8117   |   religious statues   |   Medium || 220909   |   marble human statue   |   Medium ||  ],mars-info: [ 86105   |   human statue & sculpture   |   Low || 220909   |   marble human statue   |   Low || 9873   |   marble statue   |   Low ||  ],[],[],[],86105,Human Statue & Sculpture,High,220909,Marble Human Statue,Medium,178365,Fiber Statue,Medium,8117,Religious Statues,Medium,9873,Marble Statue,Medium
electric cables wire,electric cables wire,electric cables wire,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 452   |   Electric Cable   |   High || 27290   |   Electric Power Cable   |   High || 119242   |   PVC Wire   |   High || 8781   |   Electric Wire   |   Medium || 7251   |   Power Cable   |   Medium ||  ],alfa-info: [ 8781   |   electric wire   |   High || 452   |   electric cable   |   High ||  ],mars-info: [ 8781   |   electric wire   |   High || 6430   |   flexible core cable   |   Low || 452   |   electric cable   |   Low ||  ],[],[],[],8781,Electric Wire,High,452,Electric Cable,Medium,27290,Electric Power Cable,Medium,6430,Flexible Core Cable,Medium,119242,PVC Wire,Medium
9th class teaching services,9th class teaching services,9th class teaching services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 43015   |   Educational Services   |   High || 168492   |   Quality Education Services   |   Medium || 20740   |   Educational Consultants   |   Medium ||  ],alfa-info: [ 43015   |   educational services   |   High || 25069   |   coaching classes   |   Medium || 85565   |   teaching aid   |   Medium || 43108   |   secondary schools   |   Medium ||  ],mars-info: [ 178111   |   japanese language teaching services   |   Low || 25069   |   coaching classes   |   Low || 174552   |   mathematics coaching service   |   Low ||  ],[],[],[],43015,Educational Services,High,178111,Japanese Language Teaching Services,Medium,25069,Coaching Classes,Medium,168492,Quality Education Services,Medium,20740,Educational Consultants,Medium
solar vegetable dryer,solar vegetable dryer,solar vegetable dryer,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 139612   |   Vegetable Dryer   |   High || 37059   |   Solar Dryer   |   High || 140826   |   Vegetable Dehydration Machine   |   Medium ||  ],alfa-info: [ 139612   |   vegetable dryer   |   High ||  ],mars-info: [ 139612   |   vegetable dryer   |   Medium || 37059   |   solar dryer   |   Low || 12022   |   dryers   |   Low ||  ],[],[],[],139612,Vegetable Dryer,High,37059,Solar Dryer,Medium,140826,Vegetable Dehydration Machine,Medium,12022,Dryers,Medium,28702,Food Dehydrators,Low
hepbest tablets,hepbest tablets,hepbest tablets,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 193211   |   Tenofovir Alafenamide Tablets   |   High || 162286   |   Tenofovir Tablet   |   High || 4814   |   HIV Drugs   |   Medium ||  ],alfa-info: [ 193211   |   tenofovir alafenamide tablets   |   High || 162286   |   tenofovir tablet   |   Medium ||  ],mars-info: [ 193211   |   tenofovir alafenamide   |   High || 180452   |   ledipasvir   |   Low || 180130   |   daclatasvir tablets   |   Low ||  ],[],[],[],193211,Tenofovir Alafenamide Tablets,High,162286,Tenofovir Tablet,Medium,180452,Ledipasvir Sofosbuvir Tablets,Medium,4814,HIV Drugs,Medium,180130,Daclatasvir Tablets,Medium
plastic grinder,plastic grinder,plastic grinder,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 153085   |   Plastic Scrap Grinder Machine   |   High || 139919   |   Waste Grinder   |   High || 151992   |   Plastic Grinding Machines   |   Medium || 155658   |   Plastic Herb Grinder   |   Medium ||  ],alfa-info: [ 155658   |   plastic herb grinder   |   High || 151992   |   plastic grinding machines   |   High || 153085   |   plastic scrap grinder machine   |   High || 8442   |   scrap grinder   |   Medium ||  ],mars-info: [ 155658   |   plastic herb grinder   |   High || 153085   |   plastic scrap grinder machine   |   Low || 151992   |   plastic grinding machines   |   Low ||  ],[],[],[],155658,Plastic Herb Grinder,High,153085,Plastic Scrap Grinder Machine,Medium,151992,Plastic Grinding Machines,Medium,139919,Waste Grinder,Medium,8442,Scrap Grinder,Medium
wood door frame,wood door frame,wood door frame,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 227090   |   Neem Wood Door Frame   |   High || 221773   |   Teak Wood Door Frame   |   High || 84493   |   Wooden Door Frame   |   Medium ||  ],alfa-info: [ 84493   |   wooden door frame   |   High || 11681   |   door frames   |   High ||  ],mars-info: [ 84493   |   wooden door frame   |   High || 221773   |   teak wood door frame   |   Low || 11681   |   door frames   |   Low ||  ],[],[],[],84493,Wooden Door Frame,High,227090,Neem Wood Door Frame,Medium,221773,Teak Wood Door Frame,Medium,11681,Door Frames,Medium,12558,Wooden Door,Low
electric cargo truck,electric cargo truck,electric cargo truck,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 72894   |   Cargo Van   |   Medium || 12741   |   Delivery Van   |   Medium ||  ],alfa-info: [ 161023   |   mini electric truck   |   Medium || 50088   |   cargo truck   |   Medium ||  ],mars-info: [ 50088   |   cargo truck   |   Low || 161023   |   mini electric truck   |   Low || 214746   |   electric tow trucks   |   Low ||  ],[],[],[],50088,Cargo Truck,Medium,161023,Mini Electric Truck,Medium,72894,Cargo Van,Medium,12741,Delivery Van,Medium,214746,Electric Tow Trucks,Medium
room wallpaper,room wallpaper,room wallpaper,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 185437   |   Living Room Wallpapers   |   High || 8916   |   PVC Wallpaper   |   Medium || 149129   |   Wallpaper   |   Medium || 177923   |   Designer Wallpaper   |   Medium ||  ],alfa-info: [ 185437   |   living room wallpapers   |   High || 149129   |   wallpaper   |   High || 187752   |   bedroom wallpaper   |   High || 177923   |   designer wallpaper   |   High ||  ],mars-info: [ 149129   |   wallpaper   |   Low || 3320   |   wall coverings   |   Low || 19569   |   textured wall covering   |   Low ||  ],[],[],[],185437,Living Room Wallpapers,High,149129,Wallpaper,Medium,8916,PVC Wallpaper,Medium,3320,Wall Coverings,Medium,187752,Bedroom Wallpaper,Medium
gold leafing work,gold leafing work,gold leafing work,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 56236   |   Gold Leafing   |   High || 56238   |   Metal Leafing   |   Medium || 56237   |   Leafing Service   |   Medium ||  ],alfa-info: [ 56236   |   gold leafing   |   High ||  ],mars-info: [ 56236   |   gold leafing   |   High || 56237   |   leafing service   |   Low || 28805   |   gold leaf   |   Low ||  ],[],[],[],56236,Gold Leafing,High,56237,Leafing Service,Medium,56238,Metal Leafing,Medium,28805,Gold Leaf,Medium,31020,Interior Designers,Low
eisenia fetida worms,eisenia fetida worms,eisenia fetida worms,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 182619   |   Live Earthworms for composting   |   High || 2728   |   Vermicompost   |   Medium || 530   |   Organic Fertilizers and Manure   |   Medium ||  ],alfa-info: [ 182619   |   live earthworms for composting   |   Medium ||  ],mars-info: [ 182619   |   live earthworms for composting   |   High || 28421   |   fish foods   |   Low || 215048   |   echeveria   |   Low ||  ],[],[],[],182619,Live Earthworms for composting,High,2728,Vermicompost,High,28421,Fish Foods,Medium,530,Organic Fertilizers and Manure,Medium,215048,Echeveria,Medium
