name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Pune General Hospital,general hospital,India,Pune,"469 Station Rd, Pune, India",18.53117,73.81775,1000,dental || dermatology || gynecology,private,True
Indore Health Institute #107,general hospital,India,Indore,"453 Hospital Rd, Indore, India",22.716967,75.906659,200,emergency || gynecology || hematology || nephrology || radiology || urology,public,True
Madrid Superspeciality Hospital,general hospital,Spain,Madrid,"294 Hospital Rd, Madrid, Spain",40.343746,-3.682496,1000,emergency || nephrology || pediatrics || urology,public,True
Meerut Medical College & Hospital,general hospital,India,Meerut,"440 NH 48, Meerut, India",29.000758,77.75747,500,cardiology || emergency || ent || neurosurgery || psychiatry || urology,private,True
Chennai Medical Center,general hospital,India,Chennai,"791 Lakeview Ave, Chennai, India",13.039193,80.224627,250,dermatology || gastroenterology || hematology || oncology || physiotherapy || psychiatry,public,True
Paris Medical College & Hospital,specialty hospital,France,Paris,"567 High St, Paris, France",48.842365,2.406578,750,cardiology || emergency || oncology || ophthalmology || pediatrics || psychiatry || radiology || urology,private,True
Ludhiana Multispeciality Hospital,teaching hospital,India,Ludhiana,"801 Sector 21 Rd, Ludhiana, India",30.877512,75.815176,400,dermatology || emergency || oncology || radiology,public,True
Cape Town Superspeciality Hospital #108,specialty hospital,South Africa,Cape Town,"534 Park Ave, Cape Town, South Africa",-33.960931,18.475718,150,cardiology || dental || gastroenterology || gynecology || hematology || nephrology || pediatrics || pulmonology,private,False
Hyderabad Health Institute,general hospital,India,Hyderabad,"127 Maple Ave, Hyderabad, India",17.411808,78.421986,250,cardiology || gynecology || neurosurgery || oncology || physiotherapy || psychiatry || pulmonology || urology,trust,True
Paris Health Institute,specialty hospital,France,Paris,"835 Ring Rd, Paris, France",48.848883,2.366057,75,ent || gastroenterology || gynecology || neurosurgery || oncology || ophthalmology || pediatrics || pulmonology,private,True
Vijayawada Medical College & Hospital,general hospital,India,Vijayawada,"64 NH 48, Vijayawada, India",16.5441,80.706048,75,emergency || ophthalmology || orthopedics || psychiatry,public,False
Amritsar Medical College & Hospital,specialty hospital,India,Amritsar,"652 NH 48, Amritsar, India",31.569314,74.796082,250,emergency || hematology || nephrology || ophthalmology || pediatrics || pulmonology,private,True
Johannesburg Superspeciality Hospital,general hospital,South Africa,Johannesburg,"161 Green Park Rd, Johannesburg, South Africa",-26.186965,28.054772,75,ent || gynecology || nephrology || physiotherapy || pulmonology,private,True
Thiruvananthapuram Care Hospital,general hospital,India,Thiruvananthapuram,"498 Oak St, Thiruvananthapuram, India",8.506645,76.951716,150,dermatology || hematology || nephrology || oncology,trust,True
Tokyo Medical Center,general hospital,Japan,Tokyo,"46 NH 48, Tokyo, Japan",35.754246,139.59213,300,gastroenterology || oncology || orthopedics || physiotherapy || psychiatry || radiology,private,True
Meerut City Infirmary,general hospital,India,Meerut,"461 Main Bazaar Rd, Meerut, India",28.969191,77.694912,300,emergency || gastroenterology || nephrology || radiology,public,True
Gwalior Multispeciality Hospital,specialty hospital,India,Gwalior,"887 Lakeview Ave, Gwalior, India",26.24909,78.261401,50,cardiology || dental || emergency || ent || gynecology || nephrology || oncology || pediatrics,private,False
Meerut Multispeciality Hospital,general hospital,India,Meerut,"675 Green Park Rd, Meerut, India",28.921158,77.742294,200,cardiology || neurosurgery || orthopedics || pediatrics,private,False
Kolkata Health Institute,general hospital,India,Kolkata,"883 Oak St, Kolkata, India",22.536466,88.296607,50,cardiology || ent || nephrology || physiotherapy || pulmonology,private,False
Prayagraj Medical Center,general hospital,India,Prayagraj,"188 Temple Rd, Prayagraj, India",25.498871,81.796999,100,hematology || nephrology || oncology,private,True
Toronto General Hospital,general hospital,Canada,Toronto,"146 NH 48, Toronto, Canada",43.609465,-79.406401,50,dermatology || ent || gastroenterology || gynecology || pediatrics,public,False
Srinagar Medical College & Hospital,general hospital,India,Srinagar,"326 Main Bazaar Rd, Srinagar, India",34.08675,74.728118,400,cardiology || emergency || gynecology || nephrology || ophthalmology || orthopedics || radiology,trust,True
Jodhpur Medical Center,specialty hospital,India,Jodhpur,"805 Ring Rd, Jodhpur, India",26.196294,73.030702,500,dental || emergency || nephrology || physiotherapy || psychiatry,private,True
Dubai Superspeciality Hospital,general hospital,UAE,Dubai,"934 Green Park Rd, Dubai, UAE",25.22894,55.276073,100,cardiology || dermatology || emergency || oncology || psychiatry || radiology,public,False
Rajkot Care Hospital,general hospital,India,Rajkot,"360 Sunrise Blvd, Rajkot, India",22.27718,70.829318,1200,dental || dermatology || ent || oncology || pediatrics || pulmonology || urology,public,True
Shanghai Care Hospital,general hospital,China,Shanghai,"517 Park Ave, Shanghai, China",31.256294,121.482945,300,dental || gastroenterology || gynecology || pediatrics || physiotherapy || psychiatry || pulmonology || radiology,public,False
Durg City Infirmary,general hospital,India,Durg,"488 Oak St, Durg, India",21.184833,81.214523,200,nephrology || ophthalmology || pulmonology,private,True
Paris General Hospital,specialty hospital,France,Paris,"456 Station Rd, Paris, France",48.92982,2.300248,300,gastroenterology || nephrology || physiotherapy || pulmonology || urology,private,True
Guwahati Health Institute,general hospital,India,Guwahati,"227 Oak St, Guwahati, India",26.096649,91.741932,50,emergency || gastroenterology || oncology || orthopedics || urology,private,True
Thiruvananthapuram General Hospital,teaching hospital,India,Thiruvananthapuram,"724 Sunrise Blvd, Thiruvananthapuram, India",8.516159,76.977586,100,gastroenterology || gynecology || orthopedics,trust,False
Jalandhar Superspeciality Hospital,specialty hospital,India,Jalandhar,"699 Lakeview Ave, Jalandhar, India",31.352386,75.623472,750,emergency || hematology || physiotherapy,public,False
Shiraz Care Hospital #109,specialty hospital,Iran,Shiraz,"994 Green Park Rd, Shiraz, Iran",29.549343,52.567591,75,cardiology || dental || nephrology || orthopedics || pediatrics || psychiatry || radiology,trust,True
Singapore Care Hospital #110,general hospital,Singapore,Singapore,"508 Hill Rd, Singapore, Singapore",1.430897,103.88812,200,dermatology || neurosurgery || ophthalmology || orthopedics || pediatrics || physiotherapy || psychiatry,private,True
Kolkata General Hospital,general hospital,India,Kolkata,"707 NH 48, Kolkata, India",22.627325,88.367253,250,neurosurgery || orthopedics || pulmonology,public,True
Mumbai Multispeciality Hospital,general hospital,India,Mumbai,"817 Park Ave, Mumbai, India",19.01026,72.918543,50,gynecology || neurosurgery || ophthalmology || physiotherapy || pulmonology,private,False
Visakhapatnam Medical Center,specialty hospital,India,Visakhapatnam,"783 Station Rd, Visakhapatnam, India",17.738971,83.263624,300,cardiology || dermatology || emergency || gynecology || orthopedics || physiotherapy || psychiatry || pulmonology,trust,True
Houston General Hospital,specialty hospital,United States,Houston,"68 Station Rd, Houston, United States",29.686186,-95.401299,75,dental || dermatology || ent || nephrology || oncology || orthopedics || physiotherapy || psychiatry,private,True
Madrid Multispeciality Hospital,specialty hospital,Spain,Madrid,"902 Station Rd, Madrid, Spain",40.394422,-3.769777,750,cardiology || ent || oncology || psychiatry || radiology,public,True
Chennai Superspeciality Hospital,general hospital,India,Chennai,"522 Temple Rd, Chennai, India",13.091308,80.239584,150,gynecology || nephrology || ophthalmology || psychiatry || pulmonology,public,True
Jodhpur Medical College & Hospital,specialty hospital,India,Jodhpur,"367 High St, Jodhpur, India",26.230452,73.040395,200,dental || ent || hematology || oncology || ophthalmology || physiotherapy || pulmonology,public,False
Tiruchirappalli City Infirmary #111,general hospital,India,Tiruchirappalli,"856 Green Park Rd, Tiruchirappalli, India",10.857603,78.704214,1200,nephrology || orthopedics || urology,trust,True
Chennai Health Institute #112,general hospital,India,Chennai,"709 Main Bazaar Rd, Chennai, India",13.138928,80.224062,750,dermatology || emergency || nephrology || oncology || physiotherapy || pulmonology || radiology,private,False
Bhopal General Hospital,specialty hospital,India,Bhopal,"478 Sunrise Blvd, Bhopal, India",23.198519,77.463392,100,gastroenterology || ophthalmology || orthopedics || radiology,private,False
Delhi Medical Center,specialty hospital,India,Delhi,"146 High St, Delhi, India",28.674376,77.267889,400,cardiology || dermatology || gynecology || orthopedics || psychiatry || urology,public,True
Kanpur Health Institute,general hospital,India,Kanpur,"201 Oak St, Kanpur, India",26.496305,80.300649,50,cardiology || gynecology || hematology || pediatrics,public,False
Bilaspur Superspeciality Hospital,general hospital,India,Bilaspur,"829 Hill Rd, Bilaspur, India",22.064077,82.086864,300,dental || dermatology || emergency || ent || gynecology || nephrology || ophthalmology || pulmonology,public,True
Rajkot Medical College & Hospital,general hospital,India,Rajkot,"48 Sunrise Blvd, Rajkot, India",22.279276,70.878298,250,cardiology || ent || gastroenterology || hematology || neurosurgery || oncology || radiology,public,True
Jodhpur Multispeciality Hospital,general hospital,India,Jodhpur,"482 MG Road, Jodhpur, India",26.290497,72.965504,500,ent || gastroenterology || physiotherapy || urology,private,True
Thiruvananthapuram Multispeciality Hospital,general hospital,India,Thiruvananthapuram,"275 Sector 21 Rd, Thiruvananthapuram, India",8.591741,76.93453,200,dermatology || gynecology || nephrology || neurosurgery || ophthalmology || orthopedics || physiotherapy || psychiatry,public,True
Sao Paulo Health Institute,general hospital,Brazil,Sao Paulo,"770 MG Road, Sao Paulo, Brazil",-23.51343,-46.691626,150,ent || neurosurgery || oncology || psychiatry || urology,public,False
Ranchi Multispeciality Hospital,general hospital,India,Ranchi,"510 Park Ave, Ranchi, India",23.327886,85.25302,100,cardiology || gastroenterology || gynecology || psychiatry || pulmonology,public,True
Brisbane Medical Center,teaching hospital,Australia,Brisbane,"101 Station Rd, Brisbane, Australia",-27.538892,152.94923,50,dermatology || orthopedics || urology,public,False
Nellore Care Hospital #113,specialty hospital,India,Nellore,"142 Green Park Rd, Nellore, India",14.516698,79.994425,1000,cardiology || dental || gastroenterology || oncology || urology,trust,False
Madrid Multispeciality Hospital,teaching hospital,Spain,Madrid,"975 Ring Rd, Madrid, Spain",40.406,-3.733909,150,gynecology || neurosurgery || ophthalmology || orthopedics || pediatrics || physiotherapy,private,False
Rohtak Multispeciality Hospital,general hospital,India,Rohtak,"867 Sunrise Blvd, Rohtak, India",28.885822,76.543506,250,ent || nephrology || orthopedics || pediatrics || physiotherapy || psychiatry,public,True
Brisbane General Hospital,specialty hospital,Australia,Brisbane,"364 Park Ave, Brisbane, Australia",-27.515234,153.044234,250,gastroenterology || nephrology || oncology || physiotherapy,public,True
Tehran City Infirmary,teaching hospital,Iran,Tehran,"582 Sector 21 Rd, Tehran, Iran",35.633524,51.318816,400,dental || emergency || gastroenterology || gynecology || neurosurgery || orthopedics,public,True
Raipur Care Hospital #114,general hospital,India,Raipur,"567 Lakeview Ave, Raipur, India",21.244968,81.558906,1200,cardiology || ophthalmology || pulmonology,public,False
Indore Superspeciality Hospital,general hospital,India,Indore,"466 Maple Ave, Indore, India",22.648845,75.888906,1200,cardiology || ent || nephrology || pulmonology || radiology,trust,True
Montreal Medical College & Hospital,general hospital,Canada,Montreal,"979 Sunrise Blvd, Montreal, Canada",45.460169,-73.62464,50,nephrology || oncology || ophthalmology || orthopedics,public,False
Nagpur Multispeciality Hospital,general hospital,India,Nagpur,"147 Main Bazaar Rd, Nagpur, India",21.114324,79.024367,300,ent || gastroenterology || neurosurgery,public,True
Guwahati General Hospital,general hospital,India,Guwahati,"903 Main Bazaar Rd, Guwahati, India",26.074467,91.737708,1200,gastroenterology || gynecology || nephrology || oncology || pulmonology,public,True
Chandigarh City Infirmary,general hospital,India,Chandigarh,"716 Maple Ave, Chandigarh, India",30.783535,76.797835,100,emergency || oncology || pediatrics || pulmonology,private,False
Jammu Medical College & Hospital,specialty hospital,India,Jammu,"378 MG Road, Jammu, India",32.746423,74.861327,150,ent || nephrology || radiology,private,True
Guwahati General Hospital #115,specialty hospital,India,Guwahati,"768 Main Bazaar Rd, Guwahati, India",26.085414,91.798057,150,cardiology || dental || gastroenterology || orthopedics || psychiatry || radiology,public,False
Tiruchirappalli Multispeciality Hospital,general hospital,India,Tiruchirappalli,"562 Church St, Tiruchirappalli, India",10.74164,78.683541,150,cardiology || emergency || hematology || nephrology || ophthalmology || pediatrics || physiotherapy || psychiatry,private,True
Nellore Medical College & Hospital #116,specialty hospital,India,Nellore,"12 Temple Rd, Nellore, India",14.495006,80.023878,300,orthopedics || psychiatry || pulmonology || urology,private,False
Ranchi General Hospital,specialty hospital,India,Ranchi,"657 Station Rd, Ranchi, India",23.265865,85.296185,150,cardiology || dermatology || gastroenterology || oncology || ophthalmology || psychiatry,public,True
Durg Superspeciality Hospital #117,general hospital,India,Durg,"29 Oak St, Durg, India",21.113471,81.24647,300,emergency || gastroenterology || gynecology || neurosurgery || orthopedics,private,True
Houston Medical Center,general hospital,United States,Houston,"642 Sunrise Blvd, Houston, United States",29.702338,-95.36415,75,dental || dermatology || gastroenterology || gynecology || nephrology || ophthalmology || orthopedics,public,True
Madurai Health Institute #118,general hospital,India,Madurai,"226 MG Road, Madurai, India",9.847139,78.078392,1000,dermatology || emergency || gynecology || hematology || orthopedics || pediatrics || psychiatry || urology,private,True
Rome Care Hospital,specialty hospital,Italy,Rome,"647 Sector 21 Rd, Rome, Italy",41.951046,12.569932,150,dental || dermatology || hematology || nephrology || neurosurgery || ophthalmology || pulmonology || radiology,public,False
Chandigarh Superspeciality Hospital,specialty hospital,India,Chandigarh,"14 Church St, Chandigarh, India",30.670858,76.787074,150,gynecology || neurosurgery || oncology,private,False
Hyderabad City Infirmary,general hospital,India,Hyderabad,"156 Sector 21 Rd, Hyderabad, India",17.440097,78.422393,150,dermatology || neurosurgery || psychiatry || radiology,public,True
Phoenix Medical College & Hospital,general hospital,United States,Phoenix,"25 Church St, Phoenix, United States",33.392408,-112.102052,300,cardiology || dental || gynecology || neurosurgery || orthopedics || pediatrics || physiotherapy || radiology,private,True
Bhubaneswar Medical College & Hospital,general hospital,India,Bhubaneswar,"645 Oak St, Bhubaneswar, India",20.292263,85.804642,150,emergency || ophthalmology || orthopedics,public,False
Toronto City Infirmary,specialty hospital,Canada,Toronto,"955 Sunrise Blvd, Toronto, Canada",43.646711,-79.337597,500,emergency || ent || nephrology || psychiatry,public,True
Kanpur Superspeciality Hospital,specialty hospital,India,Kanpur,"991 Sunrise Blvd, Kanpur, India",26.522754,80.377805,100,emergency || gastroenterology || ophthalmology || orthopedics || urology,public,True
Nellore Medical College & Hospital,specialty hospital,India,Nellore,"813 College Rd, Nellore, India",14.472702,79.976516,75,emergency || gastroenterology || nephrology,private,False
Lucknow City Infirmary,general hospital,India,Lucknow,"465 High St, Lucknow, India",26.901239,80.872348,750,dental || emergency || ent || ophthalmology || radiology || urology,private,True
Delhi Health Institute,teaching hospital,India,Delhi,"963 Sector 21 Rd, Delhi, India",28.607736,77.230952,250,dermatology || ent || gastroenterology || oncology || ophthalmology || orthopedics || radiology || urology,trust,False
Bilaspur City Infirmary #119,general hospital,India,Bilaspur,"262 Hill Rd, Bilaspur, India",22.142819,82.160967,250,dental || dermatology || gastroenterology || ophthalmology || orthopedics || psychiatry || urology,public,True
Dubai City Infirmary,general hospital,UAE,Dubai,"698 Ring Rd, Dubai, UAE",25.135464,55.273745,75,cardiology || gastroenterology || gynecology || neurosurgery || pulmonology,public,False
Vijayawada Medical Center,general hospital,India,Vijayawada,"434 Lakeview Ave, Vijayawada, India",16.544189,80.649956,250,dental || ent || gastroenterology || hematology || oncology || pediatrics,private,False
Shanghai Medical Center,specialty hospital,China,Shanghai,"353 Ring Rd, Shanghai, China",31.157068,121.407267,300,cardiology || emergency || gastroenterology || oncology || orthopedics,private,True
Warangal Medical College & Hospital,specialty hospital,India,Warangal,"751 NH 48, Warangal, India",17.900433,79.525501,25,hematology || physiotherapy || pulmonology || urology,public,True
Tokyo City Infirmary,specialty hospital,Japan,Tokyo,"829 Sunrise Blvd, Tokyo, Japan",35.74924,139.688301,100,dermatology || gynecology || nephrology || psychiatry || pulmonology,public,True
Coimbatore General Hospital,general hospital,India,Coimbatore,"689 Station Rd, Coimbatore, India",10.984246,76.931753,400,cardiology || dermatology || pediatrics,private,False
Indore General Hospital,general hospital,India,Indore,"986 Temple Rd, Indore, India",22.745419,75.807331,75,dental || nephrology || ophthalmology || physiotherapy || pulmonology || radiology,trust,False
Abu Dhabi Medical College & Hospital,teaching hospital,UAE,Abu Dhabi,"895 Park Ave, Abu Dhabi, UAE",24.389643,54.402948,300,cardiology || gastroenterology || psychiatry,private,False
Rajkot Medical Center,general hospital,India,Rajkot,"717 Church St, Rajkot, India",22.266307,70.725551,50,ent || nephrology || ophthalmology || psychiatry || radiology,public,False
Beijing General Hospital,teaching hospital,China,Beijing,"993 Park Ave, Beijing, China",39.979058,116.374671,300,dermatology || ent || gastroenterology || neurosurgery || oncology || ophthalmology || psychiatry || urology,public,False
Tokyo Medical College & Hospital,general hospital,Japan,Tokyo,"147 Hospital Rd, Tokyo, Japan",35.696146,139.63141,75,dental || dermatology || ent || gastroenterology || hematology || ophthalmology || physiotherapy,private,False
Tokyo Multispeciality Hospital,general hospital,Japan,Tokyo,"554 Church St, Tokyo, Japan",35.615622,139.668702,400,emergency || gynecology || orthopedics || pulmonology,private,True
Bilaspur Health Institute,specialty hospital,India,Bilaspur,"226 Temple Rd, Bilaspur, India",22.102625,82.143948,25,dermatology || gastroenterology || gynecology || hematology || ophthalmology || physiotherapy || pulmonology || urology,trust,False
Sao Paulo Health Institute,specialty hospital,Brazil,Sao Paulo,"754 Sector 21 Rd, Sao Paulo, Brazil",-23.480842,-46.591806,100,dental || dermatology || ent || hematology || nephrology || neurosurgery || physiotherapy || psychiatry,public,True
Nagpur Medical Center,general hospital,India,Nagpur,"321 Sector 21 Rd, Nagpur, India",21.222595,79.104501,200,cardiology || dermatology || nephrology || oncology || ophthalmology || orthopedics || psychiatry,public,True
Madrid Superspeciality Hospital #120,general hospital,Spain,Madrid,"873 Main Bazaar Rd, Madrid, Spain",40.456492,-3.653917,250,hematology || neurosurgery || oncology || ophthalmology || radiology,private,True
Tiruchirappalli General Hospital,general hospital,India,Tiruchirappalli,"706 Station Rd, Tiruchirappalli, India",10.730995,78.678823,750,dental || hematology || ophthalmology || orthopedics || physiotherapy,private,True
Dubai Superspeciality Hospital,teaching hospital,UAE,Dubai,"231 Maple Ave, Dubai, UAE",25.160738,55.250347,150,gastroenterology || oncology || ophthalmology || pulmonology,trust,False
Salem Multispeciality Hospital,specialty hospital,India,Salem,"401 MG Road, Salem, India",11.654605,78.16407,750,dermatology || emergency || gastroenterology || oncology || orthopedics || physiotherapy || pulmonology,private,True
Beijing Multispeciality Hospital,specialty hospital,China,Beijing,"453 College Rd, Beijing, China",39.862711,116.34684,75,dental || ent || hematology || orthopedics || urology,private,True
Birmingham City Infirmary,teaching hospital,United Kingdom,Birmingham,"696 Lakeview Ave, Birmingham, United Kingdom",52.548108,-1.86707,100,gynecology || ophthalmology || urology,public,True
Paris Medical College & Hospital,specialty hospital,France,Paris,"414 Church St, Paris, France",48.907152,2.410019,500,gastroenterology || gynecology || neurosurgery,private,True
Paris Medical Center,teaching hospital,France,Paris,"666 Sector 21 Rd, Paris, France",48.923628,2.312559,300,cardiology || dermatology || gynecology || psychiatry || urology,public,True
Johannesburg General Hospital,teaching hospital,South Africa,Johannesburg,"492 Temple Rd, Johannesburg, South Africa",-26.210414,28.10202,300,gastroenterology || gynecology || hematology || ophthalmology || orthopedics || pulmonology || radiology || urology,private,True
Durg City Infirmary,specialty hospital,India,Durg,"404 Green Park Rd, Durg, India",21.234632,81.309886,75,dental || emergency || ent || gastroenterology || gynecology || ophthalmology || psychiatry,trust,False
Rajkot City Infirmary #121,general hospital,India,Rajkot,"322 Station Rd, Rajkot, India",22.311104,70.879747,750,hematology || orthopedics || pulmonology,public,True
London Care Hospital,general hospital,United Kingdom,London,"434 Oak St, London, United Kingdom",51.434308,-0.18143,50,dermatology || ent || oncology || physiotherapy,private,False
Warangal Health Institute,teaching hospital,India,Warangal,"361 Green Park Rd, Warangal, India",18.005057,79.644946,75,cardiology || dental || dermatology || emergency || gynecology || neurosurgery || orthopedics,public,False
Sao Paulo Health Institute,specialty hospital,Brazil,Sao Paulo,"433 MG Road, Sao Paulo, Brazil",-23.554864,-46.585088,300,dermatology || gastroenterology || neurosurgery || orthopedics || pediatrics || physiotherapy || pulmonology,trust,True
Montreal Superspeciality Hospital #122,specialty hospital,Canada,Montreal,"649 Sunrise Blvd, Montreal, Canada",45.508658,-73.552944,150,dental || emergency || ent || nephrology || ophthalmology || orthopedics || pulmonology || urology,public,False
Vadodara Medical Center,specialty hospital,India,Vadodara,"417 MG Road, Vadodara, India",22.274808,73.191604,250,emergency || pediatrics || physiotherapy || radiology || urology,trust,True
Chandigarh Superspeciality Hospital,general hospital,India,Chandigarh,"948 Station Rd, Chandigarh, India",30.793032,76.801207,300,ent || gynecology || oncology || ophthalmology,private,True
Cape Town Medical Center,general hospital,South Africa,Cape Town,"970 Sector 21 Rd, Cape Town, South Africa",-33.979289,18.417949,25,dental || gastroenterology || ophthalmology || urology,private,False
Rome City Infirmary #123,specialty hospital,Italy,Rome,"274 Maple Ave, Rome, Italy",41.862269,12.532634,1200,dental || emergency || ent || nephrology || neurosurgery || psychiatry || pulmonology || urology,private,True
Jabalpur Superspeciality Hospital,teaching hospital,India,Jabalpur,"971 High St, Jabalpur, India",23.117368,79.970639,400,dental || emergency || ent || gynecology || radiology || urology,trust,True
Nellore Care Hospital,general hospital,India,Nellore,"896 Oak St, Nellore, India",14.395246,79.995314,300,ent || hematology || ophthalmology || pediatrics || physiotherapy || radiology,trust,False
Singapore Superspeciality Hospital,specialty hospital,Singapore,Singapore,"732 NH 48, Singapore, Singapore",1.370658,103.769884,100,dental || dermatology || emergency || ent || neurosurgery || oncology || radiology || urology,trust,False
Toronto Health Institute,general hospital,Canada,Toronto,"976 Maple Ave, Toronto, Canada",43.698607,-79.374524,25,dermatology || ent || gastroenterology || ophthalmology || pulmonology || urology,trust,True
Aligarh Medical Center,general hospital,India,Aligarh,"272 Sunrise Blvd, Aligarh, India",27.939159,78.01365,300,gastroenterology || orthopedics || physiotherapy,trust,False
Johannesburg Multispeciality Hospital,specialty hospital,South Africa,Johannesburg,"59 Hill Rd, Johannesburg, South Africa",-26.251703,28.120592,100,oncology || psychiatry || radiology,public,True
Vancouver Health Institute #124,general hospital,Canada,Vancouver,"203 MG Road, Vancouver, Canada",49.255009,-123.176878,100,cardiology || ent || gynecology || hematology || nephrology || neurosurgery || psychiatry,public,False
Mysuru Health Institute,general hospital,India,Mysuru,"187 Green Park Rd, Mysuru, India",12.356064,76.718813,100,dental || emergency || gynecology || psychiatry || pulmonology,public,True
Bhubaneswar Superspeciality Hospital #125,general hospital,India,Bhubaneswar,"137 Sector 21 Rd, Bhubaneswar, India",20.287878,85.860031,500,dermatology || neurosurgery || orthopedics || physiotherapy || pulmonology || radiology,trust,True
Jammu City Infirmary,specialty hospital,India,Jammu,"903 Sector 21 Rd, Jammu, India",32.741487,74.839644,150,cardiology || emergency || ent || gastroenterology || gynecology || hematology || physiotherapy,public,False
Berlin Health Institute,specialty hospital,Germany,Berlin,"9 NH 48, Berlin, Germany",52.551299,13.325515,250,emergency || gastroenterology || oncology || ophthalmology || orthopedics || physiotherapy,public,True
Visakhapatnam Care Hospital,teaching hospital,India,Visakhapatnam,"718 Church St, Visakhapatnam, India",17.663679,83.265572,50,gynecology || nephrology || oncology || ophthalmology || orthopedics || pediatrics || psychiatry || urology,public,False
Aurangabad City Infirmary,general hospital,India,Aurangabad,"40 Temple Rd, Aurangabad, India",19.890312,75.340256,250,cardiology || hematology || nephrology || orthopedics,public,True
Noida Superspeciality Hospital,general hospital,India,Noida,"63 Hospital Rd, Noida, India",28.465877,77.403797,200,dermatology || gynecology || hematology || oncology || pediatrics || pulmonology,trust,True
Raipur General Hospital #126,general hospital,India,Raipur,"677 Park Ave, Raipur, India",21.261106,81.646158,250,gynecology || oncology || ophthalmology || pediatrics,private,True
Coimbatore Care Hospital #127,specialty hospital,India,Coimbatore,"700 Green Park Rd, Coimbatore, India",11.065598,76.918971,400,dental || ent || radiology || urology,public,True
Kolkata Medical Center #128,specialty hospital,India,Kolkata,"124 Maple Ave, Kolkata, India",22.572321,88.296229,50,dermatology || gynecology || oncology || orthopedics || pediatrics || physiotherapy || psychiatry,public,False
Frankfurt City Infirmary #129,general hospital,Germany,Frankfurt,"564 Temple Rd, Frankfurt, Germany",50.084378,8.727684,300,dermatology || ent || gynecology || orthopedics || physiotherapy || psychiatry || urology,private,True
Madrid City Infirmary,specialty hospital,Spain,Madrid,"133 High St, Madrid, Spain",40.462978,-3.701037,150,dermatology || orthopedics || physiotherapy,private,True
Shanghai City Infirmary,general hospital,China,Shanghai,"576 Sector 21 Rd, Shanghai, China",31.173992,121.446211,150,cardiology || emergency || oncology || orthopedics || pediatrics || pulmonology,public,False
Barcelona Care Hospital,general hospital,Spain,Barcelona,"726 Temple Rd, Barcelona, Spain",41.321576,2.123898,200,dermatology || gynecology || hematology || neurosurgery || pediatrics || physiotherapy || pulmonology,public,True
Tehran Care Hospital,general hospital,Iran,Tehran,"255 Sunrise Blvd, Tehran, Iran",35.726906,51.468736,750,cardiology || dermatology || ent || gynecology || ophthalmology || pulmonology || urology,trust,True
Raipur Care Hospital,general hospital,India,Raipur,"836 Oak St, Raipur, India",21.27421,81.617,250,cardiology || dental || neurosurgery || pediatrics || pulmonology,private,False
Madrid Medical College & Hospital,general hospital,Spain,Madrid,"642 Green Park Rd, Madrid, Spain",40.462504,-3.764866,150,neurosurgery || pediatrics || psychiatry || radiology,public,False
Singapore Multispeciality Hospital,specialty hospital,Singapore,Singapore,"378 Ring Rd, Singapore, Singapore",1.406468,103.801213,200,emergency || nephrology || ophthalmology || physiotherapy || psychiatry || pulmonology,trust,True
Guntur City Infirmary,general hospital,India,Guntur,"167 Lakeview Ave, Guntur, India",16.320743,80.386016,100,dental || emergency || gynecology || hematology || orthopedics || physiotherapy,private,False
Guntur City Infirmary,specialty hospital,India,Guntur,"618 Station Rd, Guntur, India",16.280222,80.360691,25,cardiology || dental || gastroenterology || gynecology || nephrology || physiotherapy,private,True
Kolkata Care Hospital #130,specialty hospital,India,Kolkata,"14 Oak St, Kolkata, India",22.625672,88.327591,200,dental || emergency || radiology,public,True
Ranchi City Infirmary,general hospital,India,Ranchi,"250 Maple Ave, Ranchi, India",23.311896,85.380109,75,cardiology || dental || dermatology || gynecology || nephrology || ophthalmology || pediatrics,private,True
Singapore General Hospital,general hospital,Singapore,Singapore,"438 Sector 21 Rd, Singapore, Singapore",1.340845,103.879437,500,gastroenterology || neurosurgery || oncology || urology,private,True
Tokyo Medical Center,teaching hospital,Japan,Tokyo,"289 Hill Rd, Tokyo, Japan",35.625976,139.698723,150,gynecology || radiology || urology,trust,False
Sao Paulo City Infirmary,general hospital,Brazil,Sao Paulo,"186 NH 48, Sao Paulo, Brazil",-23.558525,-46.698243,50,gynecology || oncology || physiotherapy || urology,public,False
Patna Medical Center,teaching hospital,India,Patna,"153 Ring Rd, Patna, India",25.63057,85.137034,150,gastroenterology || hematology || nephrology || ophthalmology || psychiatry,public,False
Sydney Medical Center,general hospital,Australia,Sydney,"786 Sector 21 Rd, Sydney, Australia",-33.832079,151.251782,75,dental || nephrology || ophthalmology || radiology || urology,trust,False
Jaipur Superspeciality Hospital,general hospital,India,Jaipur,"552 Green Park Rd, Jaipur, India",26.930036,75.728957,300,dental || dermatology || gastroenterology || neurosurgery || oncology || physiotherapy,private,True
Madrid Medical Center,general hospital,Spain,Madrid,"872 Oak St, Madrid, Spain",40.441913,-3.630742,50,cardiology || dental || gynecology || hematology || ophthalmology,trust,False
Madrid Care Hospital,specialty hospital,Spain,Madrid,"565 NH 48, Madrid, Spain",40.345929,-3.73865,75,dermatology || hematology || neurosurgery || orthopedics,public,False
